"hex_id","total_count","total_files","days_affected","pct"
2705,2,44,2,4.55
2707,1,22,1,4.55
2770,1,22,1,4.55
2772,1,22,1,4.55
2826,1,22,1,4.55
2833,1,22,1,4.55
2898,1,22,1,4.55
2900,1,22,1,4.55
3020,1,22,1,4.55
3030,1,22,1,4.55
3084,1,22,1,4.55
3212,1,22,1,4.55
3222,1,22,1,4.55
3276,1,22,1,4.55
3350,1,22,1,4.55
3415,1,22,1,4.55
3476,2,44,2,4.55
3543,1,22,1,4.55
3604,2,44,2,4.55
3847,1,22,1,4.55
3928,1,22,1,4.55
3991,1,22,1,4.55
4006,1,22,1,4.55
4056,1,22,1,4.55
4070,1,22,1,4.55
4119,1,22,1,4.55
4134,1,22,1,4.55
4281,1,22,1,4.55
4345,1,22,1,4.55
4346,1,22,1,4.55
4361,1,22,1,4.55
4408,1,22,1,4.55
4409,1,22,1,4.55
4441,1,22,1,4.55
4472,1,22,1,4.55
4473,1,22,1,4.55
4474,1,22,1,4.55
4504,1,22,1,4.55
4537,1,22,1,4.55
4601,1,22,1,4.55
4602,1,22,1,4.55
4632,2,44,2,4.55
4665,1,22,1,4.55
4696,1,22,1,4.55
4702,1,22,1,4.55
4703,1,22,1,4.55
4729,1,22,1,4.55
4766,1,22,1,4.55
4791,1,22,1,4.55
4792,1,22,1,4.55
4830,1,22,1,4.55
4831,1,22,1,4.55
4856,1,22,1,4.55
4893,1,22,1,4.55
4894,1,22,1,4.55
4919,1,22,1,4.55
4921,1,22,1,4.55
4935,1,22,1,4.55
4939,1,22,1,4.55
4944,1,22,1,4.55
4950,1,22,1,4.55
4958,1,22,1,4.55
4984,1,22,1,4.55
4985,1,22,1,4.55
5014,1,22,1,4.55
5022,1,22,1,4.55
5048,1,22,1,4.55
5072,1,22,1,4.55
5078,1,22,1,4.55
5141,1,22,1,4.55
5142,1,22,1,4.55
5205,1,22,1,4.55
5206,1,22,1,4.55
5270,1,22,1,4.55
5299,1,22,1,4.55
5334,1,22,1,4.55
5335,1,22,1,4.55
5363,1,22,1,4.55
5398,1,22,1,4.55
5427,1,22,1,4.55
6034,1,22,1,4.55
6099,1,22,1,4.55
6100,1,22,1,4.55
6154,1,22,1,4.55
6162,1,22,1,4.55
6163,2,44,2,4.55
6218,1,22,1,4.55
6219,1,22,1,4.55
6227,2,44,2,4.55
6281,1,22,1,4.55
6283,1,22,1,4.55
6291,1,22,1,4.55
6347,1,22,1,4.55
6348,1,22,1,4.55
6354,1,22,1,4.55
6409,1,22,1,4.55
6453,1,22,1,4.55
6473,1,22,1,4.55
6475,1,22,1,4.55
6476,1,22,1,4.55
6516,1,22,1,4.55
6536,1,22,1,4.55
6537,1,22,1,4.55
6539,1,22,1,4.55
6540,1,22,1,4.55
6580,2,44,2,4.55
6601,1,22,1,4.55
6602,1,22,1,4.55
6604,1,22,1,4.55
6645,1,22,1,4.55
6664,1,22,1,4.55
6665,1,22,1,4.55
6675,1,22,1,4.55
6729,1,22,1,4.55
6804,1,22,1,4.55
6867,1,22,1,4.55
6868,1,22,1,4.55
6931,1,22,1,4.55
6932,1,22,1,4.55
6996,1,22,1,4.55
7059,1,22,1,4.55
7060,1,22,1,4.55
7123,1,22,1,4.55
7124,1,22,1,4.55
7187,1,22,1,4.55
7188,1,22,1,4.55
7251,1,22,1,4.55
7252,1,22,1,4.55
7282,1,22,1,4.55
7314,1,22,1,4.55
7315,1,22,1,4.55
7316,1,22,1,4.55
7373,1,22,1,4.55
7379,2,44,2,4.55
7380,2,44,2,4.55
7389,1,22,1,4.55
7437,1,22,1,4.55
7440,1,22,1,4.55
7505,1,22,1,4.55
7507,1,22,1,4.55
7568,1,22,1,4.55
7571,1,22,1,4.55
7572,1,22,1,4.55
7635,1,22,1,4.55
7636,1,22,1,4.55
7696,1,22,1,4.55
7699,1,22,1,4.55
7700,1,22,1,4.55
7706,1,22,1,4.55
7763,1,22,1,4.55
7764,1,22,1,4.55
7769,1,22,1,4.55
7888,1,22,1,4.55
7951,1,22,1,4.55
8016,1,22,1,4.55
8025,1,22,1,4.55
8034,1,22,1,4.55
8148,1,22,1,4.55
8212,1,22,1,4.55
8480,1,22,1,4.55
8544,1,22,1,4.55
8608,1,22,1,4.55
8672,1,22,1,4.55
8673,1,22,1,4.55
8736,1,22,1,4.55
8860,1,22,1,4.55
8924,1,22,1,4.55
8988,1,22,1,4.55
9110,1,22,1,4.55
9175,1,22,1,4.55
9238,1,22,1,4.55
9321,1,22,1,4.55
9702,1,22,1,4.55
9766,1,22,1,4.55
9830,1,22,1,4.55
11693,1,22,1,4.55
11694,1,22,1,4.55
11757,1,22,1,4.55
11758,1,22,1,4.55
11759,1,22,1,4.55
11821,1,22,1,4.55
11822,1,22,1,4.55
11823,1,22,1,4.55
11886,1,22,1,4.55
11887,1,22,1,4.55
11888,1,22,1,4.55
11949,1,22,1,4.55
11950,1,22,1,4.55
11951,1,22,1,4.55
12014,1,22,1,4.55
12015,1,22,1,4.55
12016,1,22,1,4.55
12077,1,22,1,4.55
12078,1,22,1,4.55
12079,1,22,1,4.55
12080,1,22,1,4.55
12142,1,22,1,4.55
12143,1,22,1,4.55
12144,1,22,1,4.55
12206,1,22,1,4.55
12207,1,22,1,4.55
12208,1,22,1,4.55
12212,1,22,1,4.55
12270,1,22,1,4.55
12271,1,22,1,4.55
12272,1,22,1,4.55
12273,1,22,1,4.55
12277,1,22,1,4.55
12286,1,22,1,4.55
12334,1,22,1,4.55
12335,1,22,1,4.55
12336,1,22,1,4.55
12340,1,22,1,4.55
12399,1,22,1,4.55
12400,1,22,1,4.55
12401,1,22,1,4.55
12463,1,22,1,4.55
12464,1,22,1,4.55
12465,1,22,1,4.55
12528,1,22,1,4.55
12529,1,22,1,4.55
12592,1,22,1,4.55
12593,1,22,1,4.55
12656,1,22,1,4.55
12657,1,22,1,4.55
12720,1,22,1,4.55
13176,1,22,1,4.55
13240,1,22,1,4.55
13304,1,22,1,4.55
13429,1,22,1,4.55
13492,1,22,1,4.55
13493,1,22,1,4.55
13557,1,22,1,4.55
13558,1,22,1,4.55
13621,1,22,1,4.55
13686,1,22,1,4.55
13749,1,22,1,4.55
13750,1,22,1,4.55
13814,1,22,1,4.55
13878,1,22,1,4.55
14203,1,22,1,4.55
14263,2,44,2,4.55
14327,2,44,2,4.55
14328,2,44,2,4.55
14390,2,44,2,4.55
14391,2,44,2,4.55
14392,2,44,2,4.55
14454,2,44,2,4.55
14455,2,44,2,4.55
14456,2,44,2,4.55
14518,2,44,2,4.55
14519,2,44,2,4.55
14582,2,44,2,4.55
14583,2,44,2,4.55
14584,2,44,2,4.55
14646,2,44,2,4.55
14647,2,44,2,4.55
14648,2,44,2,4.55
14711,2,44,2,4.55
14712,2,44,2,4.55
5786,5,116,2,4.31
5978,5,116,2,4.31
6235,5,116,2,4.31
6298,5,116,2,4.31
6363,5,116,2,4.31
2395,2,52,1,3.85
4435,2,52,1,3.85
4498,2,52,1,3.85
4499,2,52,1,3.85
4563,2,52,1,3.85
4626,2,52,1,3.85
4690,2,52,1,3.85
4754,2,52,1,3.85
4818,2,52,1,3.85
4882,2,52,1,3.85
6686,2,57,1,3.51
6750,2,57,1,3.51
6751,2,57,1,3.51
6814,2,57,1,3.51
6879,2,57,1,3.51
6942,2,57,1,3.51
7007,2,57,1,3.51
5851,4,116,2,3.45
2384,2,59,1,3.39
7961,2,62,2,3.23
1682,1,40,1,2.5
7962,1,40,1,2.5
8026,1,40,1,2.5
8089,1,40,1,2.5
8090,1,40,1,2.5
8155,1,40,1,2.5
8662,1,40,1,2.5
8154,2,92,2,2.17
8218,2,92,2,2.17
8283,2,92,2,2.17
2266,1,52,1,1.92
2329,1,52,1,1.92
2394,1,52,1,1.92
2457,1,52,1,1.92
2458,1,52,1,1.92
2522,1,52,1,1.92
2585,1,52,1,1.92
2586,1,52,1,1.92
2649,1,52,1,1.92
2650,1,52,1,1.92
2713,1,52,1,1.92
3798,1,52,1,1.92
3861,1,52,1,1.92
3862,1,52,1,1.92
3926,1,52,1,1.92
3989,1,52,1,1.92
3990,1,52,1,1.92
4054,1,52,1,1.92
4055,1,52,1,1.92
4118,1,52,1,1.92
8217,1,52,1,1.92
8281,1,52,1,1.92
8282,1,52,1,1.92
8345,1,52,1,1.92
8346,1,52,1,1.92
8409,1,52,1,1.92
8410,1,52,1,1.92
8473,1,52,1,1.92
8474,1,52,1,1.92
8538,1,52,1,1.92
8601,1,52,1,1.92
9322,1,52,1,1.92
9385,1,52,1,1.92
9386,1,52,1,1.92
9450,1,52,1,1.92
9451,1,52,1,1.92
9452,1,52,1,1.92
9513,1,52,1,1.92
9514,1,52,1,1.92
9515,1,52,1,1.92
9516,1,52,1,1.92
9578,1,52,1,1.92
9579,1,52,1,1.92
9642,1,52,1,1.92
9770,1,52,1,1.92
6881,1,57,1,1.75
6944,1,57,1,1.75
7008,1,57,1,1.75
7200,1,57,1,1.75
